epoch,train_loss,train_acc,val_loss,val_acc
1,1.0517575200027485,0.6550140958517922,0.7195374079216692,0.7563909774436091
2,0.598506724815238,0.7983890455094643,0.6558772301315365,0.7789473684210526
3,0.47507811141887885,0.8423681031010873,0.5980640713209496,0.8022556390977443
4,0.37623524121397023,0.8769230769230769,0.6381851451625501,0.7917293233082707
5,0.31659560532902115,0.8923882400322191,0.7116513701645951,0.8033834586466165
6,0.2557316811440983,0.9168747482883609,0.7200321090666759,0.7969924812030075
7,0.22172708781889933,0.9287958115183246,0.7729872184000293,0.7966165413533834
8,0.19878864840207155,0.9339508658880387,0.9903433738346387,0.7669172932330827
9,0.15749122966358464,0.9476439790575916,0.8498326043689386,0.775187969924812
10,0.13790117435328336,0.9576318968989126,0.8442522728689631,0.7827067669172932
11,0.05087353651833046,0.9851792186870721,0.8214693517970355,0.8195488721804511
12,0.025809530824185786,0.9924285138944825,0.9605501752895569,0.818796992481203
13,0.026255986745275357,0.9917035843737414,0.9654964506850207,0.8195488721804511
14,0.03923246321417286,0.9868707209021346,1.0718326346630132,0.7928571428571428
15,0.044627918805469444,0.9839710028191704,0.9743297889499568,0.7969924812030075
16,0.03547575909819153,0.9877567458719291,1.0706746320522922,0.812406015037594
17,0.04582867703785572,0.9843737414418042,1.1466458755328244,0.8003759398496241
18,0.039629335963496194,0.98598469593234,1.0784497121671088,0.8
19,0.04250636428603591,0.9857430527587596,1.102205508342363,0.7868421052631579
20,0.042745293094729686,0.9865485300040274,1.02581909296656,0.806015037593985
21,0.017345161143038836,0.9935561820378574,0.9676802725384109,0.8206766917293233
22,0.008330610022778679,0.9957309706000805,0.9872629728532375,0.8270676691729323
23,0.007555574110131133,0.9959726137736609,1.0809841317677857,0.8225563909774436
24,0.007729621718090404,0.9962142569472412,1.0794832405697246,0.8206766917293233
25,0.008114495589030738,0.9960531614981877,1.1389714930080495,0.8203007518796992
