epoch,train_loss,train_acc,val_loss,val_acc
1,2.353638532418087,0.30487313733387034,1.6023635885769263,0.4150375939849624
2,1.2788643017057157,0.5403946838501812,1.3425234289097607,0.5379699248120301
3,0.795975192280676,0.7274265002013693,1.428065822357522,0.556015037593985
4,0.3880147382707016,0.8785340314136125,1.8077833412285138,0.5424812030075188
5,0.18661021685293017,0.951913008457511,2.2332967851395,0.512406015037594
6,0.09946121444300783,0.9808296415626259,2.592156588045278,0.5172932330827068
7,0.07100565446224896,0.9884816753926702,2.771233362542059,0.49774436090225566
8,0.05976238298982658,0.9915424889246879,2.819439931740438,0.49624060150375937
9,0.04760870031361324,0.9943616592831253,2.688167819403168,0.493609022556391
10,0.03898551324011096,0.9953282319774467,2.8173628936136574,0.5067669172932331
11,0.026731168463761664,0.9966169955698752,2.7967160353983256,0.49849624060150377
12,0.0200071945790602,0.9957309706000805,2.9610546269811184,0.5033834586466165
13,0.021070393316741796,0.9961337092227145,2.9426190871045104,0.48947368421052634
14,0.021418429685338726,0.9958115183246073,2.9793404701060817,0.5030075187969925
15,0.021243909405386115,0.9958115183246073,2.882607368239783,0.48045112781954885
16,0.02254141974403548,0.9957309706000805,2.886979065084816,0.49548872180451126
17,0.02132404453499581,0.9958115183246073,2.8936363478352254,0.5007518796992482
18,0.019879860918503068,0.9958920660491342,2.825955222423812,0.4921052631578947
19,0.019584877085708836,0.9960531614981877,2.883103240880751,0.5
20,0.019637061754542398,0.9959726137736609,2.9138113821359504,0.493984962406015
21,0.0143440618464799,0.9964559001208216,2.962616640822332,0.49736842105263157
22,0.011823690925598028,0.9962142569472412,2.9659443260135507,0.48984962406015037
23,0.013617407218639395,0.9954087797019734,2.962291864165686,0.4924812030075188
24,0.012109944516132003,0.9960531614981877,3.073196041852908,0.4921052631578947
25,0.013221556591218847,0.9953282319774467,3.050244324906428,0.48834586466165414
26,0.01244511289371645,0.9956504228755537,2.993668483074446,0.487593984962406
27,0.012698994294899294,0.9956504228755537,3.0380105581498684,0.48984962406015037
28,0.013515135800896158,0.995569875151027,2.975675796924677,0.493609022556391
29,0.011531057453637795,0.9958115183246073,3.073256275707618,0.48120300751879697
30,0.012713827324661333,0.9957309706000805,3.0311890501725047,0.48721804511278194
31,0.00932581500834596,0.9959726137736609,3.014731450188429,0.4830827067669173
32,0.007862701522039368,0.9961337092227145,3.080394641618083,0.48345864661654137
33,0.008116951715878158,0.9958115183246073,3.1214831090511237,0.4849624060150376
34,0.008055828914250331,0.9958115183246073,3.1693985035544947,0.4793233082706767
35,0.00807155479500359,0.9959726137736609,3.1257830824170796,0.48909774436090225
