epoch,train_loss,train_acc,val_loss,val_acc
1,1.0783883674990684,0.6519532823197745,0.7386415984397544,0.7454887218045113
2,0.6788482454290709,0.7755134917438582,0.722241570498038,0.7556390977443609
3,0.587119256729951,0.7993556182037858,0.6563890453792156,0.7755639097744361
4,0.5249045629031803,0.8230366492146597,0.5330508925860986,0.812781954887218
5,0.48411974109712264,0.837696335078534,0.6423798571851916,0.7763157894736842
6,0.46776536336311925,0.8415626258558195,0.6780497202299591,0.781203007518797
7,0.4323160676287875,0.8517921868707209,0.5232474637434895,0.8263157894736842
8,0.41845313950598934,0.8561417639951672,0.5285329952780017,0.8165413533834587
9,0.39655354816348043,0.864357631896899,0.5225739847672614,0.8259398496240602
10,0.37955328797650734,0.8708819975835682,0.5770998952980329,0.806015037593985
11,0.264031200840067,0.9086588803866291,0.4709102200610297,0.8477443609022557
12,0.22767236561147233,0.9226741844542892,0.5071035158841457,0.8477443609022557
13,0.2125520701015663,0.9246878775674587,0.5179421292239786,0.8443609022556391
14,0.20666354396172315,0.9302456705598067,0.5265976984530015,0.8394736842105263
15,0.1900209222632553,0.9364478453483689,0.5131199283259256,0.8390977443609022
16,0.17691309290982715,0.9395086588803866,0.5397837314950792,0.8402255639097744
17,0.16456565990761984,0.9449859041482078,0.5567973710932678,0.8387218045112782
18,0.16325756598517532,0.9432138542086186,0.6307983410985847,0.825563909774436
19,0.14242574175638967,0.9518324607329843,0.5600192286956467,0.8406015037593985
20,0.13108800563824738,0.9549738219895288,0.6468155942284817,0.8289473684210527
21,0.07445807007054768,0.9739830849778494,0.6230781132705454,0.8488721804511278
22,0.06628666000528485,0.977446637132501,0.650330938892509,0.8469924812030075
23,0.05993929592516698,0.9793797825211438,0.6596251459603191,0.8462406015037593
24,0.05231056360005012,0.9835682641965364,0.6621890967382692,0.8383458646616542
25,0.055621058920543136,0.9815545710833669,0.7707015984488609,0.8424812030075188
